Sentence,label
Words not found in Glo Ve are initialized as zero vectors .,experimental-setup
The dimensionality l of the hidden layers is set to be 150 or 300 .,experimental-setup
"As shown in , Max - pooling described in Section 2.2 drastically improves performance , showing the effect of accumulating information on entities .",result
"The 99 % confidence intervals of the results of full DER Network and the one initialized by word2vec on the test set were [ 0.700 , 0.740 ] and [ 0.708 , 0.749 ] , respectively ( measured by bootstrap tests ) .",result
"Further , we note that initializing our model with pre-trained word vectors 10 is helpful , though world knowledge of entities has been prevented by the anonymization process .",result
"Finally , we note that our model , full DER Network , shows the best results compared to several previous reader models , endorsing our approach as promising .",result
"For preprocessing , we segment sentences at punctuation marks "" . "" , "" ! "" , and "" ? "" .",hyperparameter
"We train our model 8 with hyper - parameters lightly tuned on the validation set 9 , and we conduct ablation test on several techniques that improve our basic model .",hyperparameter
"We , however , take it as a strong motivation to implement a reader that dynamically builds meaning representations for each entity , by gathering and accumulating information on that entity as it reads a document ( Section 2 ) .",model
Dynamic Entity Representation with Max - pooling Improves Machine Reading,research-problem
Our code for the model is available at https://github.com/soskek/der-network,code
"In we compare these two variants over the development set and observe superior performance by the contextual one , illustrating the benefit of contextualization and specifically per-sequence contextualization which is done separately for the question and for the passage .",result
"On average , the less frequent a word - type is , the smaller are its gate activations , i.e. , the reembedded representation of a rare word places less weight on its fixed word - embedding and more on its contextual representation , compared to a common word .",result
"Besides a crosscutting boost in results , we note that the performance due to utilizing the LM hidden states of the first LSTM layer significantly surpasses the other two variants .",result
Supplementing the calculation of token reembeddings with the hidden states of a strong language model proves to be highly effective .,result
